player_id,season,week,team,position,player,data_source
00-0028581,2016,5,ATL,RB,Patrick DiMarco,unresolved_historical_stats_coverage
00-0029492,2016,5,LV,RB,Jamize Olawale,unresolved_historical_stats_coverage
00-0029892,2016,5,BAL,RB,Kyle Juszczyk,unresolved_historical_stats_coverage
00-0029931,2016,5,MIN,RB,Zach Line,unresolved_historical_stats_coverage
00-0031612,2016,5,GB,RB,Aaron Ripkowski,unresolved_historical_stats_coverage
00-0032897,2016,5,LAC,RB,Derek Watt,unresolved_historical_stats_coverage
00-0032956,2016,5,DEN,RB,Andy Janovich,unresolved_historical_stats_coverage
00-0026069,2016,6,CAR,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0026286,2016,6,BUF,RB,Jerome Felton,unresolved_historical_stats_coverage
00-0028581,2016,6,ATL,RB,Patrick DiMarco,unresolved_historical_stats_coverage
00-0029892,2016,6,BAL,RB,Kyle Juszczyk,unresolved_historical_stats_coverage
00-0031612,2016,6,GB,RB,Aaron Ripkowski,unresolved_historical_stats_coverage
00-0031706,2016,6,CHI,RB,Paul Lasike,unresolved_historical_stats_coverage
00-0032897,2016,6,LAC,RB,Derek Watt,unresolved_historical_stats_coverage
00-0022999,2016,7,NO,RB,John Kuhn,unresolved_historical_stats_coverage
00-0026286,2016,7,BUF,RB,Jerome Felton,unresolved_historical_stats_coverage
00-0028581,2016,7,ATL,RB,Patrick DiMarco,unresolved_historical_stats_coverage
00-0029492,2016,7,LV,RB,Jamize Olawale,unresolved_historical_stats_coverage
00-0029892,2016,7,BAL,RB,Kyle Juszczyk,unresolved_historical_stats_coverage
00-0029931,2016,7,MIN,RB,Zach Line,unresolved_historical_stats_coverage
00-0031612,2016,7,GB,RB,Aaron Ripkowski,unresolved_historical_stats_coverage
00-0032956,2016,7,DEN,RB,Andy Janovich,unresolved_historical_stats_coverage
00-0022999,2016,8,NO,RB,John Kuhn,unresolved_historical_stats_coverage
00-0026069,2016,8,CAR,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0026286,2016,8,BUF,RB,Jerome Felton,unresolved_historical_stats_coverage
00-0029492,2016,8,LV,RB,Jamize Olawale,unresolved_historical_stats_coverage
00-0030968,2016,8,DAL,RB,Keith Smith,unresolved_historical_stats_coverage
00-0031612,2016,8,GB,RB,Aaron Ripkowski,unresolved_historical_stats_coverage
00-0032897,2016,8,LAC,RB,Derek Watt,unresolved_historical_stats_coverage
00-0022999,2016,9,NO,RB,John Kuhn,unresolved_historical_stats_coverage
00-0026069,2016,9,CAR,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0026286,2016,9,BUF,RB,Jerome Felton,unresolved_historical_stats_coverage
00-0028581,2016,9,ATL,RB,Patrick DiMarco,unresolved_historical_stats_coverage
00-0029492,2016,9,LV,RB,Jamize Olawale,unresolved_historical_stats_coverage
00-0029892,2016,9,BAL,RB,Kyle Juszczyk,unresolved_historical_stats_coverage
00-0031595,2016,9,DET,RB,Michael Burton,unresolved_historical_stats_coverage
00-0031612,2016,9,GB,RB,Aaron Ripkowski,unresolved_historical_stats_coverage
00-0026069,2016,10,CAR,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0029892,2016,10,BAL,RB,Kyle Juszczyk,unresolved_historical_stats_coverage
00-0029931,2016,10,MIN,RB,Zach Line,unresolved_historical_stats_coverage
00-0031706,2016,10,CHI,RB,Paul Lasike,unresolved_historical_stats_coverage
00-0032956,2016,10,DEN,RB,Andy Janovich,unresolved_historical_stats_coverage
00-0022999,2016,11,NO,RB,John Kuhn,unresolved_historical_stats_coverage
00-0026069,2016,11,CAR,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0026286,2016,11,BUF,RB,Jerome Felton,unresolved_historical_stats_coverage
00-0027905,2016,11,SEA,RB,Will Tukuafu,unresolved_historical_stats_coverage
00-0029492,2016,11,LV,RB,Jamize Olawale,unresolved_historical_stats_coverage
00-0029892,2016,11,BAL,RB,Kyle Juszczyk,unresolved_historical_stats_coverage
00-0031612,2016,11,GB,RB,Aaron Ripkowski,unresolved_historical_stats_coverage
00-0031706,2016,11,CHI,RB,Paul Lasike,unresolved_historical_stats_coverage
00-0022999,2016,12,NO,RB,John Kuhn,unresolved_historical_stats_coverage
00-0026069,2016,12,CAR,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0027905,2016,12,SEA,RB,Will Tukuafu,unresolved_historical_stats_coverage
00-0027925,2016,12,NE,RB,James Develin,unresolved_historical_stats_coverage
00-0028581,2016,12,ATL,RB,Patrick DiMarco,unresolved_historical_stats_coverage
00-0029492,2016,12,LV,RB,Jamize Olawale,unresolved_historical_stats_coverage
00-0029892,2016,12,BAL,RB,Kyle Juszczyk,unresolved_historical_stats_coverage
00-0029931,2016,12,MIN,RB,Zach Line,unresolved_historical_stats_coverage
00-0031612,2016,12,GB,RB,Aaron Ripkowski,unresolved_historical_stats_coverage
00-0032794,2016,12,CLE,RB,Danny Vitale,unresolved_historical_stats_coverage
00-0032956,2016,12,DEN,RB,Andy Janovich,unresolved_historical_stats_coverage
00-0022999,2016,13,NO,RB,John Kuhn,unresolved_historical_stats_coverage
00-0026069,2016,13,CAR,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0026286,2016,13,BUF,RB,Jerome Felton,unresolved_historical_stats_coverage
00-0027925,2016,13,NE,RB,James Develin,unresolved_historical_stats_coverage
00-0029892,2016,13,BAL,RB,Kyle Juszczyk,unresolved_historical_stats_coverage
00-0031612,2016,13,GB,RB,Aaron Ripkowski,unresolved_historical_stats_coverage
00-0032897,2016,13,LAC,RB,Derek Watt,unresolved_historical_stats_coverage
00-0022999,2016,14,NO,RB,John Kuhn,unresolved_historical_stats_coverage
00-0026393,2016,14,SEA,RB,Marcel Reece,unresolved_historical_stats_coverage
00-0027925,2016,14,NE,RB,James Develin,unresolved_historical_stats_coverage
00-0028581,2016,14,ATL,RB,Patrick DiMarco,unresolved_historical_stats_coverage
00-0029492,2016,14,LV,RB,Jamize Olawale,unresolved_historical_stats_coverage
00-0029892,2016,14,BAL,RB,Kyle Juszczyk,unresolved_historical_stats_coverage
00-0029931,2016,14,MIN,RB,Zach Line,unresolved_historical_stats_coverage
00-0031612,2016,14,GB,RB,Aaron Ripkowski,unresolved_historical_stats_coverage
00-0032130,2016,14,TEN,RB,Jalston Fowler,unresolved_historical_stats_coverage
00-0032794,2016,14,CLE,RB,Danny Vitale,unresolved_historical_stats_coverage
00-0022999,2016,15,NO,RB,John Kuhn,unresolved_historical_stats_coverage
00-0026069,2016,15,CAR,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0026286,2016,15,BUF,RB,Jerome Felton,unresolved_historical_stats_coverage
00-0026393,2016,15,SEA,RB,Marcel Reece,unresolved_historical_stats_coverage
00-0027925,2016,15,NE,RB,James Develin,unresolved_historical_stats_coverage
00-0029492,2016,15,LV,RB,Jamize Olawale,unresolved_historical_stats_coverage
00-0029892,2016,15,BAL,RB,Kyle Juszczyk,unresolved_historical_stats_coverage
00-0032130,2016,15,TEN,RB,Jalston Fowler,unresolved_historical_stats_coverage
00-0032794,2016,15,CLE,RB,Danny Vitale,unresolved_historical_stats_coverage
00-0022999,2016,16,NO,RB,John Kuhn,unresolved_historical_stats_coverage
00-0026069,2016,16,CAR,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0026286,2016,16,BUF,RB,Jerome Felton,unresolved_historical_stats_coverage
00-0026393,2016,16,SEA,RB,Marcel Reece,unresolved_historical_stats_coverage
00-0027925,2016,16,NE,RB,James Develin,unresolved_historical_stats_coverage
00-0028581,2016,16,ATL,RB,Patrick DiMarco,unresolved_historical_stats_coverage
00-0029892,2016,16,BAL,RB,Kyle Juszczyk,unresolved_historical_stats_coverage
00-0030828,2016,16,ATL,TE,D.J. Tialavea,unresolved_historical_stats_coverage
00-0032794,2016,16,CLE,RB,Danny Vitale,unresolved_historical_stats_coverage
00-0032897,2016,16,LAC,RB,Derek Watt,unresolved_historical_stats_coverage
00-0026069,2016,17,CAR,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0026286,2016,17,BUF,RB,Jerome Felton,unresolved_historical_stats_coverage
00-0026393,2016,17,SEA,RB,Marcel Reece,unresolved_historical_stats_coverage
00-0029492,2016,17,LV,RB,Jamize Olawale,unresolved_historical_stats_coverage
00-0029892,2016,17,BAL,RB,Kyle Juszczyk,unresolved_historical_stats_coverage
00-0030741,2016,17,PIT,RB,Roosevelt Nix,unresolved_historical_stats_coverage
00-0031612,2016,17,GB,RB,Aaron Ripkowski,unresolved_historical_stats_coverage
00-0032375,2016,17,GB,RB,Joe Kerridge,unresolved_historical_stats_coverage
00-0032794,2016,17,CLE,RB,Danny Vitale,unresolved_historical_stats_coverage
00-0022999,2017,1,NO,RB,John Kuhn,unresolved_historical_stats_coverage
00-0026069,2017,1,BUF,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0028581,2017,1,BUF,RB,Patrick DiMarco,unresolved_historical_stats_coverage
00-0029068,2017,1,ATL,RB,Derrick Coleman,unresolved_historical_stats_coverage
00-0029892,2017,1,SF,RB,Kyle Juszczyk,unresolved_historical_stats_coverage
00-0030112,2017,1,JAX,RB,Tommy Bohanon,unresolved_historical_stats_coverage
00-0031595,2017,1,CHI,RB,Michael Burton,unresolved_historical_stats_coverage
00-0026069,2017,2,BUF,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0027925,2017,2,NE,RB,James Develin,unresolved_historical_stats_coverage
00-0028581,2017,2,BUF,RB,Patrick DiMarco,unresolved_historical_stats_coverage
00-0031612,2017,2,GB,RB,Aaron Ripkowski,unresolved_historical_stats_coverage
00-0032130,2017,2,TEN,RB,Jalston Fowler,unresolved_historical_stats_coverage
00-0032897,2017,2,LAC,RB,Derek Watt,unresolved_historical_stats_coverage
00-0032918,2017,2,MIN,RB,C.J. Ham,unresolved_historical_stats_coverage
00-0026069,2017,3,BUF,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0029892,2017,3,SF,RB,Kyle Juszczyk,unresolved_historical_stats_coverage
00-0030112,2017,3,JAX,RB,Tommy Bohanon,unresolved_historical_stats_coverage
00-0031595,2017,3,CHI,RB,Michael Burton,unresolved_historical_stats_coverage
00-0032918,2017,3,MIN,RB,C.J. Ham,unresolved_historical_stats_coverage
00-0032956,2017,3,DEN,RB,Andy Janovich,unresolved_historical_stats_coverage
00-0026069,2017,4,BUF,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0027925,2017,4,NE,RB,James Develin,unresolved_historical_stats_coverage
00-0028581,2017,4,BUF,RB,Patrick DiMarco,unresolved_historical_stats_coverage
00-0029068,2017,4,ATL,RB,Derrick Coleman,unresolved_historical_stats_coverage
00-0029492,2017,4,LV,RB,Jamize Olawale,unresolved_historical_stats_coverage
00-0029892,2017,4,SF,RB,Kyle Juszczyk,unresolved_historical_stats_coverage
00-0030112,2017,4,JAX,RB,Tommy Bohanon,unresolved_historical_stats_coverage
00-0031612,2017,4,GB,RB,Aaron Ripkowski,unresolved_historical_stats_coverage
00-0026069,2017,5,BUF,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0027925,2017,5,NE,RB,James Develin,unresolved_historical_stats_coverage
00-0029492,2017,5,LV,RB,Jamize Olawale,unresolved_historical_stats_coverage
00-0029892,2017,5,SF,RB,Kyle Juszczyk,unresolved_historical_stats_coverage
00-0030968,2017,5,DAL,RB,Keith Smith,unresolved_historical_stats_coverage
00-0031612,2017,5,GB,RB,Aaron Ripkowski,unresolved_historical_stats_coverage
00-0032130,2017,5,TEN,RB,Jalston Fowler,unresolved_historical_stats_coverage
00-0032918,2017,5,MIN,RB,C.J. Ham,unresolved_historical_stats_coverage
00-0029931,2017,6,NO,RB,Zach Line,unresolved_historical_stats_coverage
00-0030112,2017,6,JAX,RB,Tommy Bohanon,unresolved_historical_stats_coverage
00-0031595,2017,6,CHI,RB,Michael Burton,unresolved_historical_stats_coverage
00-0031612,2017,6,GB,RB,Aaron Ripkowski,unresolved_historical_stats_coverage
00-0032740,2017,6,NYJ,RB,Lawrence Thomas,unresolved_historical_stats_coverage
00-0032794,2017,6,CLE,RB,Danny Vitale,unresolved_historical_stats_coverage
00-0032956,2017,6,DEN,RB,Andy Janovich,unresolved_historical_stats_coverage
00-0026069,2017,7,BUF,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0029492,2017,7,LV,RB,Jamize Olawale,unresolved_historical_stats_coverage
00-0029931,2017,7,NO,RB,Zach Line,unresolved_historical_stats_coverage
00-0030112,2017,7,JAX,RB,Tommy Bohanon,unresolved_historical_stats_coverage
00-0032472,2017,7,SEA,RB,Tre Madden,unresolved_historical_stats_coverage
00-0032794,2017,7,CLE,RB,Danny Vitale,unresolved_historical_stats_coverage
00-0032918,2017,7,MIN,RB,C.J. Ham,unresolved_historical_stats_coverage
00-0032956,2017,7,DEN,RB,Andy Janovich,unresolved_historical_stats_coverage
00-0026069,2017,8,BUF,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0027925,2017,8,NE,RB,James Develin,unresolved_historical_stats_coverage
00-0029492,2017,8,LV,RB,Jamize Olawale,unresolved_historical_stats_coverage
00-0029892,2017,8,SF,RB,Kyle Juszczyk,unresolved_historical_stats_coverage
00-0032472,2017,8,SEA,RB,Tre Madden,unresolved_historical_stats_coverage
00-0032740,2017,8,NYJ,RB,Lawrence Thomas,unresolved_historical_stats_coverage
00-0032956,2017,8,DEN,RB,Andy Janovich,unresolved_historical_stats_coverage
00-0033376,2017,8,BAL,RB,Patrick Ricard,unresolved_historical_stats_coverage
00-0026069,2017,9,BUF,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0029068,2017,9,ATL,RB,Derrick Coleman,unresolved_historical_stats_coverage
00-0029892,2017,9,SF,RB,Kyle Juszczyk,unresolved_historical_stats_coverage
00-0029931,2017,9,NO,RB,Zach Line,unresolved_historical_stats_coverage
00-0030112,2017,9,JAX,RB,Tommy Bohanon,unresolved_historical_stats_coverage
00-0031612,2017,9,GB,RB,Aaron Ripkowski,unresolved_historical_stats_coverage
00-0026069,2017,10,BUF,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0027925,2017,10,NE,RB,James Develin,unresolved_historical_stats_coverage
00-0028581,2017,10,BUF,RB,Patrick DiMarco,unresolved_historical_stats_coverage
00-0029068,2017,10,ATL,RB,Derrick Coleman,unresolved_historical_stats_coverage
00-0029892,2017,10,SF,RB,Kyle Juszczyk,unresolved_historical_stats_coverage
00-0029931,2017,10,NO,RB,Zach Line,unresolved_historical_stats_coverage
00-0030112,2017,10,JAX,RB,Tommy Bohanon,unresolved_historical_stats_coverage
00-0030968,2017,10,DAL,RB,Keith Smith,unresolved_historical_stats_coverage
00-0031612,2017,10,GB,RB,Aaron Ripkowski,unresolved_historical_stats_coverage
00-0032130,2017,10,TEN,RB,Jalston Fowler,unresolved_historical_stats_coverage
00-0032794,2017,10,CLE,RB,Danny Vitale,unresolved_historical_stats_coverage
00-0032897,2017,10,LAC,RB,Derek Watt,unresolved_historical_stats_coverage
00-0032918,2017,10,MIN,RB,C.J. Ham,unresolved_historical_stats_coverage
00-0032956,2017,10,DEN,RB,Andy Janovich,unresolved_historical_stats_coverage
00-0028581,2017,11,BUF,RB,Patrick DiMarco,unresolved_historical_stats_coverage
00-0029492,2017,11,LV,RB,Jamize Olawale,unresolved_historical_stats_coverage
00-0029931,2017,11,NO,RB,Zach Line,unresolved_historical_stats_coverage
00-0030112,2017,11,JAX,RB,Tommy Bohanon,unresolved_historical_stats_coverage
00-0031612,2017,11,GB,RB,Aaron Ripkowski,unresolved_historical_stats_coverage
00-0032375,2017,11,GB,RB,Joe Kerridge,unresolved_historical_stats_coverage
00-0032897,2017,11,LAC,RB,Derek Watt,unresolved_historical_stats_coverage
00-0032918,2017,11,MIN,RB,C.J. Ham,unresolved_historical_stats_coverage
00-0029068,2017,12,ATL,RB,Derrick Coleman,unresolved_historical_stats_coverage
00-0029892,2017,12,SF,RB,Kyle Juszczyk,unresolved_historical_stats_coverage
00-0031612,2017,12,GB,RB,Aaron Ripkowski,unresolved_historical_stats_coverage
00-0032740,2017,12,NYJ,RB,Lawrence Thomas,unresolved_historical_stats_coverage
00-0032794,2017,12,CLE,RB,Danny Vitale,unresolved_historical_stats_coverage
00-0032956,2017,12,DEN,RB,Andy Janovich,unresolved_historical_stats_coverage
00-0029492,2017,13,LV,RB,Jamize Olawale,unresolved_historical_stats_coverage
00-0029892,2017,13,SF,RB,Kyle Juszczyk,unresolved_historical_stats_coverage
00-0030741,2017,13,PIT,RB,Roosevelt Nix,unresolved_historical_stats_coverage
00-0031612,2017,13,GB,RB,Aaron Ripkowski,unresolved_historical_stats_coverage
00-0032918,2017,13,MIN,RB,C.J. Ham,unresolved_historical_stats_coverage
00-0033376,2017,13,BAL,RB,Patrick Ricard,unresolved_historical_stats_coverage
00-0026069,2017,14,BUF,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0027925,2017,14,NE,RB,James Develin,unresolved_historical_stats_coverage
00-0029892,2017,14,SF,RB,Kyle Juszczyk,unresolved_historical_stats_coverage
00-0030741,2017,14,PIT,RB,Roosevelt Nix,unresolved_historical_stats_coverage
00-0030968,2017,14,DAL,RB,Keith Smith,unresolved_historical_stats_coverage
00-0031595,2017,14,CHI,RB,Michael Burton,unresolved_historical_stats_coverage
00-0031612,2017,14,GB,RB,Aaron Ripkowski,unresolved_historical_stats_coverage
00-0032740,2017,14,NYJ,RB,Lawrence Thomas,unresolved_historical_stats_coverage
00-0032794,2017,14,CLE,RB,Danny Vitale,unresolved_historical_stats_coverage
00-0032897,2017,14,LAC,RB,Derek Watt,unresolved_historical_stats_coverage
00-0032918,2017,14,MIN,RB,C.J. Ham,unresolved_historical_stats_coverage
00-0032956,2017,14,DEN,RB,Andy Janovich,unresolved_historical_stats_coverage
00-0033376,2017,14,BAL,RB,Patrick Ricard,unresolved_historical_stats_coverage
00-0027925,2017,15,NE,RB,James Develin,unresolved_historical_stats_coverage
00-0028581,2017,15,BUF,RB,Patrick DiMarco,unresolved_historical_stats_coverage
00-0029068,2017,15,ATL,RB,Derrick Coleman,unresolved_historical_stats_coverage
00-0029892,2017,15,SF,RB,Kyle Juszczyk,unresolved_historical_stats_coverage
00-0029931,2017,15,NO,RB,Zach Line,unresolved_historical_stats_coverage
00-0030112,2017,15,JAX,RB,Tommy Bohanon,unresolved_historical_stats_coverage
00-0030968,2017,15,DAL,RB,Keith Smith,unresolved_historical_stats_coverage
00-0031595,2017,15,CHI,RB,Michael Burton,unresolved_historical_stats_coverage
00-0032740,2017,15,NYJ,RB,Lawrence Thomas,unresolved_historical_stats_coverage
00-0032918,2017,15,MIN,RB,C.J. Ham,unresolved_historical_stats_coverage
00-0032956,2017,15,DEN,RB,Andy Janovich,unresolved_historical_stats_coverage
00-0026069,2017,16,BUF,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0028581,2017,16,BUF,RB,Patrick DiMarco,unresolved_historical_stats_coverage
00-0029068,2017,16,ATL,RB,Derrick Coleman,unresolved_historical_stats_coverage
00-0029892,2017,16,SF,RB,Kyle Juszczyk,unresolved_historical_stats_coverage
00-0030741,2017,16,PIT,RB,Roosevelt Nix,unresolved_historical_stats_coverage
00-0031595,2017,16,CHI,RB,Michael Burton,unresolved_historical_stats_coverage
00-0031612,2017,16,GB,RB,Aaron Ripkowski,unresolved_historical_stats_coverage
00-0032740,2017,16,NYJ,RB,Lawrence Thomas,unresolved_historical_stats_coverage
00-0032897,2017,16,LAC,RB,Derek Watt,unresolved_historical_stats_coverage
00-0032956,2017,16,DEN,RB,Andy Janovich,unresolved_historical_stats_coverage
00-0026069,2017,17,BUF,RB,Mike Tolbert,unresolved_historical_stats_coverage
00-0027925,2017,17,NE,RB,James Develin,unresolved_historical_stats_coverage
00-0028581,2017,17,BUF,RB,Patrick DiMarco,unresolved_historical_stats_coverage
00-0029892,2017,17,SF,RB,Kyle Juszczyk,unresolved_historical_stats_coverage
00-0029931,2017,17,NO,RB,Zach Line,unresolved_historical_stats_coverage
00-0030741,2017,17,PIT,RB,Roosevelt Nix,unresolved_historical_stats_coverage
00-0031595,2017,17,CHI,RB,Michael Burton,unresolved_historical_stats_coverage
00-0032897,2017,17,LAC,RB,Derek Watt,unresolved_historical_stats_coverage
00-0032918,2017,17,MIN,RB,C.J. Ham,unresolved_historical_stats_coverage
00-0033376,2017,17,BAL,RB,Patrick Ricard,unresolved_historical_stats_coverage
00-0033796,2017,17,CLE,RB,Marquez Williams,unresolved_historical_stats_coverage
